killing previous experiments...
initializing cxl memory...
I0914 15:28:37.015628 14365 bench_tpcc.cpp:71] WAL Group Commiting off. Log to file _non_group_commit.txt using Blackhole Logger
I0914 15:28:37.015667 14365 Database.h:166] creating hash tables for database...
I0914 15:28:37.019378 14365 Database.h:146] warehouse initialization finished in 0 milliseconds.
I0914 15:28:37.019538 14365 Database.h:146] district initialization finished in 0 milliseconds.
I0914 15:28:37.095942 14365 Database.h:146] customer initialization finished in 76 milliseconds.
I0914 15:28:37.110445 14365 Database.h:146] customer_name_idx initialization finished in 14 milliseconds.
I0914 15:28:37.152709 14365 Database.h:146] item initialization finished in 42 milliseconds.
I0914 15:28:37.320472 14365 Database.h:146] stock initialization finished in 167 milliseconds.
I0914 15:28:37.357107 14365 CXLMemory.h:40] cxlalloc initialized for thread 0 (global ID = 0) on host 0
I0914 15:28:37.357125 14365 Coordinator.h:42] Coordinator initializes 2 workers.
I0914 15:28:37.358961 14365 SundialPashaHelper.h:415] SundialPasha Helper initializes data migration metadata (160 CXL hash tables each with 1000 entries)
I0914 15:28:37.359100 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.360229 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.361374 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.362527 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.363672 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.364821 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.365971 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.367125 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.368283 14365 Coordinator.h:332] Coordinator 0 initializes CXL transport metadata (8 ringbuffers each with 4096 entries (each 503 Bytes)
I0914 15:28:37.368476 14379 Coordinator.h:368] Listener 0 on coordinator 0 listening on 192.168.100.2:1234 tcp_no_delay 1 tcp_quick_ack 0
I0914 15:28:37.368484 14365 Coordinator.h:414] Coordinator 0 failed to connect 1(192.168.100.3:1234)'s listener 0, retry in 5 seconds.
I0914 15:28:42.368655 14365 Socket.h:69] Disabling nagle
I0914 15:28:42.368669 14365 Coordinator.h:423] Coordinator 0 connected to 1
I0914 15:28:42.368757 14365 Socket.h:69] Disabling nagle
I0914 15:28:42.368758 14365 Coordinator.h:423] Coordinator 0 connected to 2
I0914 15:28:42.368773 14379 Socket.h:69] Disabling nagle
I0914 15:28:42.368793 14379 Coordinator.h:383] Listener accepted connection from coordinator 1
I0914 15:28:42.368803 14379 Socket.h:69] Disabling nagle
I0914 15:28:42.368805 14379 Coordinator.h:383] Listener accepted connection from coordinator 2
I0914 15:28:42.368809 14379 Socket.h:69] Disabling nagle
I0914 15:28:42.368810 14379 Coordinator.h:383] Listener accepted connection from coordinator 5
I0914 15:28:42.368830 14365 Socket.h:69] Disabling nagle
I0914 15:28:42.368832 14365 Coordinator.h:423] Coordinator 0 connected to 3
I0914 15:28:42.368901 14365 Socket.h:69] Disabling nagle
I0914 15:28:42.368902 14365 Coordinator.h:423] Coordinator 0 connected to 4
I0914 15:28:42.368954 14365 Socket.h:69] Disabling nagle
I0914 15:28:42.368956 14365 Coordinator.h:423] Coordinator 0 connected to 5
I0914 15:28:42.368976 14379 Socket.h:69] Disabling nagle
I0914 15:28:42.368978 14379 Coordinator.h:383] Listener accepted connection from coordinator 7
I0914 15:28:42.368999 14379 Socket.h:69] Disabling nagle
I0914 15:28:42.369000 14379 Coordinator.h:383] Listener accepted connection from coordinator 3
I0914 15:28:42.369009 14365 Socket.h:69] Disabling nagle
I0914 15:28:42.369009 14379 Socket.h:69] Disabling nagle
I0914 15:28:42.369012 14365 Coordinator.h:423] Coordinator 0 connected to 6
I0914 15:28:42.369014 14379 Coordinator.h:383] Listener accepted connection from coordinator 6
I0914 15:28:42.369077 14379 Socket.h:69] Disabling nagle
I0914 15:28:42.369081 14379 Coordinator.h:383] Listener accepted connection from coordinator 4
I0914 15:28:42.369082 14379 Coordinator.h:386] Listener 0 on coordinator 0 exits.
I0914 15:28:42.369081 14365 Socket.h:69] Disabling nagle
I0914 15:28:42.369097 14365 Coordinator.h:423] Coordinator 0 connected to 7
I0914 15:28:42.369153 14365 Coordinator.h:435] Coordinator 0 connected to all peers.
I0914 15:28:42.369169 14365 Dispatcher.h:37] IncomingDispatcher 0 coord_id 0
I0914 15:28:42.369271 14365 Dispatcher.h:210] OutgoingDispatcher 0 coord_id 0
I0914 15:28:42.369308 14380 Dispatcher.h:56] Incoming Dispatcher started, numCoordinators = 8, numWorkers = 2, group id = 0, coordinator = 0
I0914 15:28:42.369333 14365 Coordinator.h:146] Coordinator starts to run 3 workers.
I0914 15:28:42.369352 14381 Dispatcher.h:222] Outgoing Dispatcher started, numCoordinators = 8, numWorkers = 3, group id = 0
I0914 15:28:42.369383 14382 Executor.h:74] Executor 0 starts.
I0914 15:28:42.369405 14382 CXLMemory.h:40] cxlalloc initialized for thread 1 (global ID = 1) on host 0
I0914 15:28:42.369431 14384 Manager.h:226] Manager(worker id = 2) on the coordinator node started.
I0914 15:28:42.369470 14383 Executor.h:74] Executor 1 starts.
I0914 15:28:42.369477 14383 CXLMemory.h:40] cxlalloc initialized for thread 2 (global ID = 2) on host 0
I0914 15:28:43.369494 14365 Coordinator.h:237] commit: 136408 abort: 6416 (648/5399/369), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1965572, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 15:40:18.686844 15072 Coordinator.h:237] commit: 69704 abort: 3593 (326/2971/296), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 54768, avg network size: 0.785722, si_in_serializable: 0 0 %, local: 62.6621 %, local_access: 971767, local_cxl_access: 349090 (35.9232%), remote_access: 42880, remote_access_with_req: 1886 (4.39832%), data_move_in: 1942, n_data_move_out: 0
I0914 15:40:19.687086 15072 Coordinator.h:237] commit: 69489 abort: 3746 (348/3094/304), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 52864, avg network size: 0.760754, si_in_serializable: 0 0 %, local: 62.9308 %, local_access: 965851, local_cxl_access: 346758 (35.9018%), remote_access: 42966, remote_access_with_req: 1822 (4.24056%), data_move_in: 1815, n_data_move_out: 0
I0914 15:40:20.687299 15072 Coordinator.h:237] commit: 69942 abort: 3626 (354/2993/279), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 51400, avg network size: 0.734895, si_in_serializable: 0 0 %, local: 62.4346 %, local_access: 966972, local_cxl_access: 347967 (35.9852%), remote_access: 42933, remote_access_with_req: 1770 (4.1227%), data_move_in: 1690, n_data_move_out: 0
I0914 15:40:21.687505 15072 Coordinator.h:237] commit: 69545 abort: 3648 (351/3009/288), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 49148, avg network size: 0.706708, si_in_serializable: 0 0 %, local: 62.7809 %, local_access: 966210, local_cxl_access: 348883 (36.1084%), remote_access: 42929, remote_access_with_req: 1693 (3.94372%), data_move_in: 1692, n_data_move_out: 0
I0914 15:40:22.687695 15072 Coordinator.h:237] commit: 69548 abort: 3555 (341/2932/282), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 48216, avg network size: 0.693277, si_in_serializable: 0 0 %, local: 62.9407 %, local_access: 963405, local_cxl_access: 349017 (36.2274%), remote_access: 42946, remote_access_with_req: 1663 (3.8723%), data_move_in: 1580, n_data_move_out: 0
I0914 15:40:23.687897 15072 Coordinator.h:237] commit: 69245 abort: 3511 (330/2925/256), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 46064, avg network size: 0.665232, si_in_serializable: 0 0 %, local: 62.8089 %, local_access: 963792, local_cxl_access: 350720 (36.3896%), remote_access: 42727, remote_access_with_req: 1590 (3.7213%), data_move_in: 1502, n_data_move_out: 0
I0914 15:40:24.688024 15072 Coordinator.h:237] commit: 69251 abort: 3642 (330/3037/275), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 42672, avg network size: 0.616193, si_in_serializable: 0 0 %, local: 62.62 %, local_access: 964962, local_cxl_access: 351567 (36.4332%), remote_access: 42647, remote_access_with_req: 1472 (3.45159%), data_move_in: 1573, n_data_move_out: 0
I0914 15:40:25.688154 15072 Coordinator.h:237] commit: 69223 abort: 3575 (358/2957/260), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 42668, avg network size: 0.616385, si_in_serializable: 0 0 %, local: 62.524 %, local_access: 960144, local_cxl_access: 350467 (36.5015%), remote_access: 42482, remote_access_with_req: 1472 (3.465%), data_move_in: 1490, n_data_move_out: 0
I0914 15:40:26.688272 15072 Coordinator.h:237] commit: 68955 abort: 3521 (332/2924/265), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 40976, avg network size: 0.594243, si_in_serializable: 0 0 %, local: 62.9614 %, local_access: 955708, local_cxl_access: 348917 (36.5087%), remote_access: 42564, remote_access_with_req: 1419 (3.3338%), data_move_in: 1447, n_data_move_out: 0
I0914 15:40:27.688390 15072 Coordinator.h:237] commit: 68697 abort: 3543 (294/2994/255), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 39964, avg network size: 0.581743, si_in_serializable: 0 0 %, local: 62.9795 %, local_access: 950181, local_cxl_access: 347925 (36.6167%), remote_access: 42615, remote_access_with_req: 1379 (3.23595%), data_move_in: 1349, n_data_move_out: 0
I0914 15:40:28.688629 15072 Coordinator.h:237] commit: 69177 abort: 3421 (333/2851/237), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 38108, avg network size: 0.550877, si_in_serializable: 0 0 %, local: 63.1366 %, local_access: 957605, local_cxl_access: 351899 (36.7478%), remote_access: 42848, remote_access_with_req: 1315 (3.06899%), data_move_in: 1336, n_data_move_out: 0
I0914 15:40:29.688863 15072 Coordinator.h:237] commit: 68521 abort: 3466 (342/2855/269), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 36536, avg network size: 0.533209, si_in_serializable: 0 0 %, local: 62.5954 %, local_access: 952593, local_cxl_access: 351574 (36.9071%), remote_access: 42185, remote_access_with_req: 1265 (2.9987%), data_move_in: 1321, n_data_move_out: 0
I0914 15:40:30.689057 15072 Coordinator.h:237] commit: 68412 abort: 3462 (361/2872/229), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 36556, avg network size: 0.534351, si_in_serializable: 0 0 %, local: 62.7902 %, local_access: 950430, local_cxl_access: 350842 (36.914%), remote_access: 42153, remote_access_with_req: 1258 (2.98437%), data_move_in: 1283, n_data_move_out: 0
I0914 15:40:31.689246 15072 Coordinator.h:237] commit: 68277 abort: 3505 (368/2881/256), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 36032, avg network size: 0.527733, si_in_serializable: 0 0 %, local: 63.1311 %, local_access: 948749, local_cxl_access: 351164 (37.0134%), remote_access: 42314, remote_access_with_req: 1248 (2.94938%), data_move_in: 1165, n_data_move_out: 0
I0914 15:40:32.689420 15072 Coordinator.h:237] commit: 68346 abort: 3566 (305/3016/245), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 34728, avg network size: 0.50812, si_in_serializable: 0 0 %, local: 62.5508 %, local_access: 948598, local_cxl_access: 350799 (36.9808%), remote_access: 42119, remote_access_with_req: 1198 (2.84432%), data_move_in: 1161, n_data_move_out: 0
I0914 15:40:33.689608 15072 Coordinator.h:237] commit: 68298 abort: 3432 (333/2853/246), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 34760, avg network size: 0.508946, si_in_serializable: 0 0 %, local: 63.1512 %, local_access: 946128, local_cxl_access: 350156 (37.0094%), remote_access: 42344, remote_access_with_req: 1204 (2.84338%), data_move_in: 1185, n_data_move_out: 0
I0914 15:40:34.689800 15072 Coordinator.h:237] commit: 68640 abort: 3360 (309/2808/243), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 31824, avg network size: 0.463636, si_in_serializable: 0 0 %, local: 62.5044 %, local_access: 954693, local_cxl_access: 354667 (37.1498%), remote_access: 42098, remote_access_with_req: 1103 (2.62008%), data_move_in: 1132, n_data_move_out: 0
I0914 15:40:35.689992 15072 Coordinator.h:237] commit: 68795 abort: 3390 (358/2783/249), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 31488, avg network size: 0.457708, si_in_serializable: 0 0 %, local: 62.8156 %, local_access: 958589, local_cxl_access: 356887 (37.2305%), remote_access: 42291, remote_access_with_req: 1087 (2.57029%), data_move_in: 1062, n_data_move_out: 0
I0914 15:40:36.690184 15072 Coordinator.h:237] commit: 67927 abort: 3458 (338/2860/260), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 29616, avg network size: 0.435997, si_in_serializable: 0 0 %, local: 63.1943 %, local_access: 939777, local_cxl_access: 349082 (37.1452%), remote_access: 42176, remote_access_with_req: 1026 (2.43266%), data_move_in: 1008, n_data_move_out: 0
I0914 15:40:37.690367 15072 Coordinator.h:237] commit: 67332 abort: 3450 (308/2899/243), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 29776, avg network size: 0.442227, si_in_serializable: 0 0 %, local: 62.9433 %, local_access: 936591, local_cxl_access: 349016 (37.2645%), remote_access: 41617, remote_access_with_req: 1029 (2.47255%), data_move_in: 1018, n_data_move_out: 0
I0914 15:40:38.690551 15072 Coordinator.h:237] commit: 67938 abort: 3350 (330/2760/260), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 28688, avg network size: 0.422267, si_in_serializable: 0 0 %, local: 62.9383 %, local_access: 942797, local_cxl_access: 352195 (37.3564%), remote_access: 41973, remote_access_with_req: 996 (2.37295%), data_move_in: 1015, n_data_move_out: 0
I0914 15:40:39.690739 15072 Coordinator.h:237] commit: 67992 abort: 3388 (347/2780/261), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 29568, avg network size: 0.434875, si_in_serializable: 0 0 %, local: 62.5191 %, local_access: 946021, local_cxl_access: 353947 (37.4143%), remote_access: 41739, remote_access_with_req: 1021 (2.44615%), data_move_in: 981, n_data_move_out: 0
I0914 15:40:40.690917 15072 Coordinator.h:237] commit: 67822 abort: 3389 (332/2800/257), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 27872, avg network size: 0.410958, si_in_serializable: 0 0 %, local: 62.7097 %, local_access: 938082, local_cxl_access: 350494 (37.3628%), remote_access: 41598, remote_access_with_req: 962 (2.31261%), data_move_in: 980, n_data_move_out: 0
I0914 15:40:41.691054 15072 Coordinator.h:237] commit: 67459 abort: 3334 (323/2786/225), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 27872, avg network size: 0.413169, si_in_serializable: 0 0 %, local: 62.7937 %, local_access: 938496, local_cxl_access: 351971 (37.5037%), remote_access: 41452, remote_access_with_req: 964 (2.32558%), data_move_in: 964, n_data_move_out: 0
I0914 15:40:42.691303 15072 Coordinator.h:237] commit: 67605 abort: 3326 (333/2763/230), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 27940, avg network size: 0.413283, si_in_serializable: 0 0 %, local: 62.7587 %, local_access: 937387, local_cxl_access: 350971 (37.4414%), remote_access: 41659, remote_access_with_req: 967 (2.32123%), data_move_in: 875, n_data_move_out: 0
I0914 15:40:43.691484 15072 Coordinator.h:237] commit: 68013 abort: 3377 (339/2803/235), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 25048, avg network size: 0.368283, si_in_serializable: 0 0 %, local: 62.5322 %, local_access: 942724, local_cxl_access: 353664 (37.5151%), remote_access: 41755, remote_access_with_req: 866 (2.074%), data_move_in: 842, n_data_move_out: 0
I0914 15:40:44.691645 15072 Coordinator.h:237] commit: 67916 abort: 3312 (311/2764/237), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 26016, avg network size: 0.383061, si_in_serializable: 0 0 %, local: 62.7201 %, local_access: 939196, local_cxl_access: 352447 (37.5265%), remote_access: 41690, remote_access_with_req: 903 (2.16599%), data_move_in: 887, n_data_move_out: 0
I0914 15:40:45.691843 15072 Coordinator.h:237] commit: 67522 abort: 3277 (342/2684/251), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 27040, avg network size: 0.400462, si_in_serializable: 0 0 %, local: 62.7988 %, local_access: 933024, local_cxl_access: 350217 (37.5357%), remote_access: 41451, remote_access_with_req: 936 (2.25809%), data_move_in: 831, n_data_move_out: 0
I0914 15:40:46.692013 15072 Coordinator.h:237] commit: 67454 abort: 3371 (329/2804/238), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 25024, avg network size: 0.370979, si_in_serializable: 0 0 %, local: 62.6338 %, local_access: 931724, local_cxl_access: 349620 (37.524%), remote_access: 41471, remote_access_with_req: 864 (2.08338%), data_move_in: 820, n_data_move_out: 0
I0914 15:40:47.692212 15072 Coordinator.h:237] commit: 67455 abort: 3348 (324/2797/227), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 23724, avg network size: 0.351701, si_in_serializable: 0 0 %, local: 62.6373 %, local_access: 931610, local_cxl_access: 349895 (37.5581%), remote_access: 41525, remote_access_with_req: 817 (1.96749%), data_move_in: 826, n_data_move_out: 0
I0914 15:40:48.692373 15072 Coordinator.h:237] commit: 67062 abort: 3287 (338/2737/212), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 23924, avg network size: 0.356745, si_in_serializable: 0 0 %, local: 62.739 %, local_access: 934348, local_cxl_access: 352222 (37.6971%), remote_access: 41201, remote_access_with_req: 827 (2.00723%), data_move_in: 849, n_data_move_out: 0
I0914 15:40:49.692581 15072 Coordinator.h:237] commit: 67068 abort: 3344 (333/2779/232), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 23600, avg network size: 0.351882, si_in_serializable: 0 0 %, local: 62.6096 %, local_access: 930679, local_cxl_access: 351014 (37.7159%), remote_access: 41216, remote_access_with_req: 818 (1.98467%), data_move_in: 774, n_data_move_out: 0
I0914 15:40:50.692759 15072 Coordinator.h:237] commit: 67322 abort: 3378 (354/2767/257), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 23060, avg network size: 0.342533, si_in_serializable: 0 0 %, local: 62.5546 %, local_access: 930271, local_cxl_access: 350055 (37.6294%), remote_access: 41334, remote_access_with_req: 800 (1.93545%), data_move_in: 753, n_data_move_out: 0
I0914 15:40:51.692883 15072 Coordinator.h:237] commit: 66765 abort: 3318 (330/2745/243), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 21572, avg network size: 0.323103, si_in_serializable: 0 0 %, local: 62.6271 %, local_access: 926427, local_cxl_access: 349935 (37.7725%), remote_access: 41093, remote_access_with_req: 747 (1.81783%), data_move_in: 791, n_data_move_out: 0
I0914 15:40:52.692996 15072 Coordinator.h:237] commit: 66926 abort: 3326 (334/2765/227), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 22128, avg network size: 0.330634, si_in_serializable: 0 0 %, local: 62.977 %, local_access: 929513, local_cxl_access: 351041 (37.7661%), remote_access: 41316, remote_access_with_req: 766 (1.854%), data_move_in: 732, n_data_move_out: 0
I0914 15:40:53.693109 15072 Coordinator.h:237] commit: 66741 abort: 3363 (338/2771/254), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 21232, avg network size: 0.318125, si_in_serializable: 0 0 %, local: 63.0392 %, local_access: 917781, local_cxl_access: 345766 (37.6741%), remote_access: 41242, remote_access_with_req: 735 (1.78216%), data_move_in: 755, n_data_move_out: 0
I0914 15:40:54.693212 15072 Coordinator.h:237] commit: 66617 abort: 3278 (344/2700/234), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 21260, avg network size: 0.319138, si_in_serializable: 0 0 %, local: 62.6537 %, local_access: 929206, local_cxl_access: 352438 (37.9289%), remote_access: 40904, remote_access_with_req: 736 (1.79934%), data_move_in: 713, n_data_move_out: 0
I0914 15:40:55.693333 15072 Coordinator.h:237] commit: 66645 abort: 3197 (347/2617/233), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 20052, avg network size: 0.300878, si_in_serializable: 0 0 %, local: 63.127 %, local_access: 922410, local_cxl_access: 349266 (37.8645%), remote_access: 41081, remote_access_with_req: 693 (1.68691%), data_move_in: 733, n_data_move_out: 0
I0914 15:40:56.693444 15072 Coordinator.h:237] commit: 66331 abort: 3308 (329/2734/245), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 19976, avg network size: 0.301156, si_in_serializable: 0 0 %, local: 62.6434 %, local_access: 923146, local_cxl_access: 350071 (37.9215%), remote_access: 40738, remote_access_with_req: 693 (1.70111%), data_move_in: 696, n_data_move_out: 0
I0914 15:40:57.693675 15072 Coordinator.h:237] commit: 66652 abort: 3204 (346/2624/234), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 19324, avg network size: 0.289924, si_in_serializable: 0 0 %, local: 62.6868 %, local_access: 922774, local_cxl_access: 350085 (37.9383%), remote_access: 40963, remote_access_with_req: 671 (1.63806%), data_move_in: 644, n_data_move_out: 0
I0914 15:40:58.693850 15072 Coordinator.h:237] commit: 66495 abort: 3248 (318/2696/234), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 18388, avg network size: 0.276532, si_in_serializable: 0 0 %, local: 62.8393 %, local_access: 920360, local_cxl_access: 348694 (37.8867%), remote_access: 40890, remote_access_with_req: 637 (1.55784%), data_move_in: 671, n_data_move_out: 0
I0914 15:40:59.694041 15072 Coordinator.h:237] commit: 66277 abort: 3210 (330/2672/208), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 18064, avg network size: 0.272553, si_in_serializable: 0 0 %, local: 62.9796 %, local_access: 917830, local_cxl_access: 348588 (37.9796%), remote_access: 40830, remote_access_with_req: 627 (1.53564%), data_move_in: 652, n_data_move_out: 0
