killing previous experiments...
initializing cxl memory...
I0914 14:57:17.155953 12391 bench_tpcc.cpp:71] WAL Group Commiting off. Log to file _non_group_commit.txt using Blackhole Logger
I0914 14:57:17.155990 12391 Database.h:166] creating hash tables for database...
I0914 14:57:17.159739 12391 Database.h:146] warehouse initialization finished in 0 milliseconds.
I0914 14:57:17.159961 12391 Database.h:146] district initialization finished in 0 milliseconds.
I0914 14:57:17.235977 12391 Database.h:146] customer initialization finished in 76 milliseconds.
I0914 14:57:17.250433 12391 Database.h:146] customer_name_idx initialization finished in 14 milliseconds.
I0914 14:57:17.292694 12391 Database.h:146] item initialization finished in 42 milliseconds.
I0914 14:57:17.460824 12391 Database.h:146] stock initialization finished in 168 milliseconds.
I0914 14:57:17.497403 12391 CXLMemory.h:40] cxlalloc initialized for thread 0 (global ID = 0) on host 0
I0914 14:57:17.497417 12391 Coordinator.h:42] Coordinator initializes 2 workers.
I0914 14:57:17.499179 12391 SundialPashaHelper.h:415] SundialPasha Helper initializes data migration metadata (160 CXL hash tables each with 1000 entries)
I0914 14:57:17.499352 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.500507 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.501682 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.502862 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.504040 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.505187 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.506328 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.507475 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.508622 12391 Coordinator.h:332] Coordinator 0 initializes CXL transport metadata (8 ringbuffers each with 4096 entries (each 503 Bytes)
I0914 14:57:17.508754 12405 Coordinator.h:368] Listener 0 on coordinator 0 listening on 192.168.100.2:1234 tcp_no_delay 1 tcp_quick_ack 0
I0914 14:57:17.508874 12391 Socket.h:69] Disabling nagle
I0914 14:57:17.508888 12391 Coordinator.h:423] Coordinator 0 connected to 1
I0914 14:57:17.508955 12391 Socket.h:69] Disabling nagle
I0914 14:57:17.508957 12391 Coordinator.h:423] Coordinator 0 connected to 2
I0914 14:57:17.509033 12391 Socket.h:69] Disabling nagle
I0914 14:57:17.509037 12391 Coordinator.h:423] Coordinator 0 connected to 3
I0914 14:57:17.509352 12405 Socket.h:69] Disabling nagle
I0914 14:57:17.509361 12405 Coordinator.h:383] Listener accepted connection from coordinator 5
I0914 14:57:17.509367 12405 Socket.h:69] Disabling nagle
I0914 14:57:17.509368 12405 Coordinator.h:383] Listener accepted connection from coordinator 1
I0914 14:57:17.509368 12391 Socket.h:69] Disabling nagle
I0914 14:57:17.509375 12405 Socket.h:69] Disabling nagle
I0914 14:57:17.509389 12405 Coordinator.h:383] Listener accepted connection from coordinator 3
I0914 14:57:17.509384 12391 Coordinator.h:423] Coordinator 0 connected to 4
I0914 14:57:17.509394 12405 Socket.h:69] Disabling nagle
I0914 14:57:17.509402 12405 Coordinator.h:383] Listener accepted connection from coordinator 4
I0914 14:57:17.509406 12405 Socket.h:69] Disabling nagle
I0914 14:57:17.509408 12405 Coordinator.h:383] Listener accepted connection from coordinator 2
I0914 14:57:17.509466 12391 Socket.h:69] Disabling nagle
I0914 14:57:17.509469 12391 Coordinator.h:423] Coordinator 0 connected to 5
I0914 14:57:17.509583 12391 Socket.h:69] Disabling nagle
I0914 14:57:17.509588 12391 Coordinator.h:423] Coordinator 0 connected to 6
I0914 14:57:17.509671 12391 Socket.h:69] Disabling nagle
I0914 14:57:17.509683 12391 Coordinator.h:423] Coordinator 0 connected to 7
I0914 14:57:22.509250 12405 Socket.h:69] Disabling nagle
I0914 14:57:22.509258 12405 Coordinator.h:383] Listener accepted connection from coordinator 7
I0914 14:57:22.509418 12405 Socket.h:69] Disabling nagle
I0914 14:57:22.509423 12405 Coordinator.h:383] Listener accepted connection from coordinator 6
I0914 14:57:22.509423 12405 Coordinator.h:386] Listener 0 on coordinator 0 exits.
I0914 14:57:22.509493 12391 Coordinator.h:435] Coordinator 0 connected to all peers.
I0914 14:57:22.509518 12391 Dispatcher.h:37] IncomingDispatcher 0 coord_id 0
I0914 14:57:22.509531 12391 Dispatcher.h:210] OutgoingDispatcher 0 coord_id 0
I0914 14:57:22.509585 12406 Dispatcher.h:56] Incoming Dispatcher started, numCoordinators = 8, numWorkers = 2, group id = 0, coordinator = 0
I0914 14:57:22.509606 12391 Coordinator.h:146] Coordinator starts to run 3 workers.
I0914 14:57:22.509624 12407 Dispatcher.h:222] Outgoing Dispatcher started, numCoordinators = 8, numWorkers = 3, group id = 0
I0914 14:57:22.509675 12408 Executor.h:74] Executor 0 starts.
I0914 14:57:22.509714 12408 CXLMemory.h:40] cxlalloc initialized for thread 1 (global ID = 1) on host 0
I0914 14:57:22.509729 12410 Manager.h:226] Manager(worker id = 2) on the coordinator node started.
I0914 14:57:22.509766 12409 Executor.h:74] Executor 1 starts.
I0914 14:57:22.509773 12409 CXLMemory.h:40] cxlalloc initialized for thread 2 (global ID = 2) on host 0
I0914 14:57:23.509788 12391 Coordinator.h:237] commit: 136332 abort: 6437 (718/5324/395), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1971189, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 15:09:00.087958 13095 Coordinator.h:237] commit: 72049 abort: 3673 (363/3082/228), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 50808, avg network size: 0.705187, si_in_serializable: 0 0 %, local: 62.6976 %, local_access: 995409, local_cxl_access: 359912 (36.1572%), remote_access: 44392, remote_access_with_req: 1749 (3.9399%), data_move_in: 1655, n_data_move_out: 0
I0914 15:09:01.088033 13095 Coordinator.h:237] commit: 71968 abort: 3712 (362/3093/257), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 46564, avg network size: 0.64701, si_in_serializable: 0 0 %, local: 62.5834 %, local_access: 998140, local_cxl_access: 362375 (36.305%), remote_access: 44261, remote_access_with_req: 1602 (3.61944%), data_move_in: 1581, n_data_move_out: 0
I0914 15:09:02.088124 13095 Coordinator.h:237] commit: 72134 abort: 3565 (382/2951/232), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 46196, avg network size: 0.640419, si_in_serializable: 0 0 %, local: 63.0493 %, local_access: 995044, local_cxl_access: 361620 (36.3421%), remote_access: 44565, remote_access_with_req: 1597 (3.58353%), data_move_in: 1578, n_data_move_out: 0
I0914 15:09:03.088199 13095 Coordinator.h:237] commit: 71291 abort: 3626 (370/2986/270), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 45264, avg network size: 0.634919, si_in_serializable: 0 0 %, local: 62.8985 %, local_access: 988937, local_cxl_access: 360991 (36.5029%), remote_access: 44004, remote_access_with_req: 1557 (3.53831%), data_move_in: 1535, n_data_move_out: 0
I0914 15:09:04.088274 13095 Coordinator.h:237] commit: 71424 abort: 3550 (342/2981/227), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 44792, avg network size: 0.627128, si_in_serializable: 0 0 %, local: 62.7884 %, local_access: 988594, local_cxl_access: 361167 (36.5334%), remote_access: 44036, remote_access_with_req: 1548 (3.51531%), data_move_in: 1403, n_data_move_out: 0
I0914 15:09:05.088361 13095 Coordinator.h:237] commit: 70757 abort: 3580 (350/2984/246), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 42940, avg network size: 0.606866, si_in_serializable: 0 0 %, local: 62.8574 %, local_access: 980283, local_cxl_access: 359116 (36.6339%), remote_access: 43677, remote_access_with_req: 1486 (3.40225%), data_move_in: 1421, n_data_move_out: 0
I0914 15:09:06.088449 13095 Coordinator.h:237] commit: 70781 abort: 3639 (352/3045/242), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 39596, avg network size: 0.559416, si_in_serializable: 0 0 %, local: 62.6114 %, local_access: 981038, local_cxl_access: 360031 (36.699%), remote_access: 43697, remote_access_with_req: 1368 (3.13065%), data_move_in: 1319, n_data_move_out: 0
I0914 15:09:07.088532 13095 Coordinator.h:237] commit: 70905 abort: 3581 (369/2974/238), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 38832, avg network size: 0.547662, si_in_serializable: 0 0 %, local: 62.942 %, local_access: 981038, local_cxl_access: 360520 (36.7488%), remote_access: 43768, remote_access_with_req: 1342 (3.06617%), data_move_in: 1322, n_data_move_out: 0
I0914 15:09:08.088610 13095 Coordinator.h:237] commit: 70683 abort: 3588 (350/2992/246), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 37360, avg network size: 0.528557, si_in_serializable: 0 0 %, local: 63.1099 %, local_access: 976224, local_cxl_access: 358607 (36.7341%), remote_access: 43800, remote_access_with_req: 1292 (2.94977%), data_move_in: 1316, n_data_move_out: 0
I0914 15:09:09.088686 13095 Coordinator.h:237] commit: 70851 abort: 3494 (358/2902/234), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 35760, avg network size: 0.504721, si_in_serializable: 0 0 %, local: 62.9194 %, local_access: 978851, local_cxl_access: 360844 (36.864%), remote_access: 43797, remote_access_with_req: 1236 (2.82211%), data_move_in: 1240, n_data_move_out: 0
I0914 15:09:10.088768 13095 Coordinator.h:237] commit: 70283 abort: 3562 (326/2968/268), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 33724, avg network size: 0.479832, si_in_serializable: 0 0 %, local: 63.0081 %, local_access: 970898, local_cxl_access: 358274 (36.9013%), remote_access: 43471, remote_access_with_req: 1167 (2.68455%), data_move_in: 1208, n_data_move_out: 0
I0914 15:09:11.088843 13095 Coordinator.h:237] commit: 70457 abort: 3515 (366/2881/268), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 34484, avg network size: 0.489433, si_in_serializable: 0 0 %, local: 62.4934 %, local_access: 977690, local_cxl_access: 362098 (37.0361%), remote_access: 43100, remote_access_with_req: 1189 (2.7587%), data_move_in: 1239, n_data_move_out: 0
I0914 15:09:12.088925 13095 Coordinator.h:237] commit: 70266 abort: 3477 (325/2894/258), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 33808, avg network size: 0.481143, si_in_serializable: 0 0 %, local: 62.8497 %, local_access: 973785, local_cxl_access: 361157 (37.088%), remote_access: 43397, remote_access_with_req: 1168 (2.69143%), data_move_in: 1200, n_data_move_out: 0
I0914 15:09:13.089011 13095 Coordinator.h:237] commit: 70633 abort: 3525 (353/2935/237), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 31836, avg network size: 0.450724, si_in_serializable: 0 0 %, local: 62.6902 %, local_access: 973849, local_cxl_access: 360622 (37.0306%), remote_access: 43411, remote_access_with_req: 1100 (2.53392%), data_move_in: 1146, n_data_move_out: 0
I0914 15:09:14.089059 13095 Coordinator.h:237] commit: 70004 abort: 3407 (360/2810/237), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 32428, avg network size: 0.463231, si_in_serializable: 0 0 %, local: 62.4464 %, local_access: 976084, local_cxl_access: 364655 (37.359%), remote_access: 42801, remote_access_with_req: 1122 (2.62143%), data_move_in: 1109, n_data_move_out: 0
I0914 15:09:15.089134 13095 Coordinator.h:237] commit: 69562 abort: 3493 (348/2922/223), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 31616, avg network size: 0.454501, si_in_serializable: 0 0 %, local: 62.711 %, local_access: 967789, local_cxl_access: 361106 (37.3125%), remote_access: 42758, remote_access_with_req: 1092 (2.55391%), data_move_in: 1017, n_data_move_out: 0
I0914 15:09:16.089215 13095 Coordinator.h:237] commit: 69872 abort: 3399 (345/2826/228), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 30876, avg network size: 0.441894, si_in_serializable: 0 0 %, local: 62.6674 %, local_access: 966797, local_cxl_access: 360092 (37.2459%), remote_access: 42983, remote_access_with_req: 1070 (2.48936%), data_move_in: 969, n_data_move_out: 0
I0914 15:09:17.089300 13095 Coordinator.h:237] commit: 69819 abort: 3343 (314/2784/245), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 28040, avg network size: 0.40161, si_in_serializable: 0 0 %, local: 62.6935 %, local_access: 969829, local_cxl_access: 363051 (37.4345%), remote_access: 42787, remote_access_with_req: 967 (2.26003%), data_move_in: 1043, n_data_move_out: 0
I0914 15:09:18.089382 13095 Coordinator.h:237] commit: 69693 abort: 3371 (350/2770/251), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 28564, avg network size: 0.409855, si_in_serializable: 0 0 %, local: 62.7466 %, local_access: 965440, local_cxl_access: 360767 (37.3681%), remote_access: 42868, remote_access_with_req: 990 (2.30941%), data_move_in: 991, n_data_move_out: 0
I0914 15:09:19.089461 13095 Coordinator.h:237] commit: 69269 abort: 3423 (337/2826/260), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 27392, avg network size: 0.395444, si_in_serializable: 0 0 %, local: 62.6528 %, local_access: 959797, local_cxl_access: 359015 (37.4053%), remote_access: 42487, remote_access_with_req: 945 (2.22421%), data_move_in: 940, n_data_move_out: 0
I0914 15:09:20.089543 13095 Coordinator.h:237] commit: 69219 abort: 3356 (309/2791/256), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 27452, avg network size: 0.396596, si_in_serializable: 0 0 %, local: 62.7198 %, local_access: 961778, local_cxl_access: 360289 (37.4607%), remote_access: 42565, remote_access_with_req: 950 (2.23188%), data_move_in: 969, n_data_move_out: 0
I0914 15:09:21.089618 13095 Coordinator.h:237] commit: 69457 abort: 3474 (403/2860/211), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 27324, avg network size: 0.393394, si_in_serializable: 0 0 %, local: 62.6359 %, local_access: 960583, local_cxl_access: 359432 (37.4181%), remote_access: 42626, remote_access_with_req: 944 (2.21461%), data_move_in: 886, n_data_move_out: 0
I0914 15:09:22.089692 13095 Coordinator.h:237] commit: 68757 abort: 3424 (350/2833/241), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 27068, avg network size: 0.393676, si_in_serializable: 0 0 %, local: 62.6278 %, local_access: 954596, local_cxl_access: 358461 (37.5511%), remote_access: 42254, remote_access_with_req: 937 (2.21754%), data_move_in: 859, n_data_move_out: 0
I0914 15:09:23.089776 13095 Coordinator.h:237] commit: 69369 abort: 3274 (342/2717/215), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 24768, avg network size: 0.357047, si_in_serializable: 0 0 %, local: 62.724 %, local_access: 961315, local_cxl_access: 361537 (37.6086%), remote_access: 42467, remote_access_with_req: 857 (2.01804%), data_move_in: 900, n_data_move_out: 0
I0914 15:09:24.089859 13095 Coordinator.h:237] commit: 68911 abort: 3399 (352/2813/234), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 24996, avg network size: 0.362729, si_in_serializable: 0 0 %, local: 62.5677 %, local_access: 958524, local_cxl_access: 360487 (37.6086%), remote_access: 42327, remote_access_with_req: 867 (2.04834%), data_move_in: 828, n_data_move_out: 0
I0914 15:09:25.089939 13095 Coordinator.h:237] commit: 68623 abort: 3324 (343/2747/234), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 24292, avg network size: 0.353992, si_in_serializable: 0 0 %, local: 62.5475 %, local_access: 956540, local_cxl_access: 361006 (37.7408%), remote_access: 42112, remote_access_with_req: 841 (1.99706%), data_move_in: 830, n_data_move_out: 0
I0914 15:09:26.090020 13095 Coordinator.h:237] commit: 68757 abort: 3382 (334/2817/231), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 24364, avg network size: 0.354349, si_in_serializable: 0 0 %, local: 62.7834 %, local_access: 947863, local_cxl_access: 355816 (37.5388%), remote_access: 42213, remote_access_with_req: 843 (1.99702%), data_move_in: 761, n_data_move_out: 0
I0914 15:09:27.090094 13095 Coordinator.h:237] commit: 68693 abort: 3314 (314/2752/248), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 22220, avg network size: 0.323468, si_in_serializable: 0 0 %, local: 62.5217 %, local_access: 949846, local_cxl_access: 357868 (37.6764%), remote_access: 42199, remote_access_with_req: 773 (1.8318%), data_move_in: 825, n_data_move_out: 0
I0914 15:09:28.090168 13095 Coordinator.h:237] commit: 68523 abort: 3360 (339/2796/225), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 22120, avg network size: 0.322811, si_in_serializable: 0 0 %, local: 62.884 %, local_access: 945109, local_cxl_access: 355618 (37.6272%), remote_access: 42246, remote_access_with_req: 763 (1.80609%), data_move_in: 778, n_data_move_out: 0
I0914 15:09:29.090248 13095 Coordinator.h:237] commit: 68244 abort: 3302 (327/2754/221), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 23500, avg network size: 0.344353, si_in_serializable: 0 0 %, local: 62.8231 %, local_access: 947436, local_cxl_access: 357849 (37.7703%), remote_access: 41978, remote_access_with_req: 816 (1.94388%), data_move_in: 851, n_data_move_out: 0
I0914 15:09:30.090332 13095 Coordinator.h:237] commit: 68084 abort: 3282 (316/2727/239), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 22176, avg network size: 0.325715, si_in_serializable: 0 0 %, local: 62.9046 %, local_access: 944789, local_cxl_access: 357114 (37.7983%), remote_access: 42016, remote_access_with_req: 768 (1.82788%), data_move_in: 749, n_data_move_out: 0
I0914 15:09:31.090405 13095 Coordinator.h:237] commit: 68661 abort: 3318 (330/2770/218), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 21972, avg network size: 0.320007, si_in_serializable: 0 0 %, local: 62.4445 %, local_access: 947272, local_cxl_access: 357957 (37.7882%), remote_access: 41999, remote_access_with_req: 760 (1.80957%), data_move_in: 762, n_data_move_out: 0
I0914 15:09:32.090481 13095 Coordinator.h:237] commit: 68437 abort: 3214 (295/2683/236), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 20044, avg network size: 0.292883, si_in_serializable: 0 0 %, local: 62.7584 %, local_access: 947289, local_cxl_access: 358014 (37.7935%), remote_access: 41950, remote_access_with_req: 696 (1.65912%), data_move_in: 707, n_data_move_out: 0
I0914 15:09:33.090564 13095 Coordinator.h:237] commit: 68230 abort: 3314 (374/2721/219), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 20348, avg network size: 0.298227, si_in_serializable: 0 0 %, local: 62.6162 %, local_access: 943624, local_cxl_access: 357372 (37.8723%), remote_access: 41863, remote_access_with_req: 703 (1.67929%), data_move_in: 727, n_data_move_out: 0
I0914 15:09:34.090638 13095 Coordinator.h:237] commit: 68328 abort: 3208 (378/2606/224), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 19868, avg network size: 0.290774, si_in_serializable: 0 0 %, local: 62.7547 %, local_access: 946942, local_cxl_access: 358798 (37.8902%), remote_access: 41936, remote_access_with_req: 689 (1.64298%), data_move_in: 726, n_data_move_out: 0
I0914 15:09:35.090714 13095 Coordinator.h:237] commit: 68038 abort: 3273 (337/2724/212), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 20332, avg network size: 0.298833, si_in_serializable: 0 0 %, local: 62.7017 %, local_access: 940933, local_cxl_access: 356792 (37.919%), remote_access: 41646, remote_access_with_req: 705 (1.69284%), data_move_in: 704, n_data_move_out: 0
I0914 15:09:36.090796 13095 Coordinator.h:237] commit: 67080 abort: 3283 (339/2712/232), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 20296, avg network size: 0.302564, si_in_serializable: 0 0 %, local: 62.986 %, local_access: 931582, local_cxl_access: 353643 (37.9616%), remote_access: 41308, remote_access_with_req: 705 (1.70669%), data_move_in: 685, n_data_move_out: 0
I0914 15:09:37.090883 13095 Coordinator.h:237] commit: 67385 abort: 3277 (332/2728/217), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 20252, avg network size: 0.300542, si_in_serializable: 0 0 %, local: 62.7781 %, local_access: 931169, local_cxl_access: 352933 (37.9021%), remote_access: 41484, remote_access_with_req: 700 (1.6874%), data_move_in: 674, n_data_move_out: 0
I0914 15:09:38.090968 13095 Coordinator.h:237] commit: 67796 abort: 3273 (340/2715/218), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 17120, avg network size: 0.252522, si_in_serializable: 0 0 %, local: 63.0745 %, local_access: 934382, local_cxl_access: 354085 (37.8951%), remote_access: 41915, remote_access_with_req: 593 (1.41477%), data_move_in: 645, n_data_move_out: 0
I0914 15:09:39.091055 13095 Coordinator.h:237] commit: 67780 abort: 3223 (345/2644/234), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 18736, avg network size: 0.276424, si_in_serializable: 0 0 %, local: 62.7796 %, local_access: 934730, local_cxl_access: 354467 (37.9219%), remote_access: 41612, remote_access_with_req: 650 (1.56205%), data_move_in: 636, n_data_move_out: 0
I0914 15:09:40.091140 13095 Coordinator.h:237] commit: 67549 abort: 3212 (316/2657/239), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 16784, avg network size: 0.248471, si_in_serializable: 0 0 %, local: 62.7411 %, local_access: 935539, local_cxl_access: 355428 (37.9918%), remote_access: 41469, remote_access_with_req: 580 (1.39864%), data_move_in: 608, n_data_move_out: 0
I0914 15:09:41.091218 13095 Coordinator.h:237] commit: 66901 abort: 3263 (318/2730/215), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 16688, avg network size: 0.249443, si_in_serializable: 0 0 %, local: 62.727 %, local_access: 931370, local_cxl_access: 354666 (38.08%), remote_access: 41112, remote_access_with_req: 580 (1.41078%), data_move_in: 603, n_data_move_out: 0
