killing previous experiments...
initializing cxl memory...
I0913 22:21:43.800396 80727 bench_tpcc.cpp:71] WAL Group Commiting off. Log to file _non_group_commit.txt using Blackhole Logger
I0913 22:21:43.800441 80727 Database.h:166] creating hash tables for database...
I0913 22:21:43.805200 80727 Database.h:146] warehouse initialization finished in 0 milliseconds.
I0913 22:21:43.805351 80727 Database.h:146] district initialization finished in 0 milliseconds.
I0913 22:21:43.936468 80727 Database.h:146] customer initialization finished in 131 milliseconds.
I0913 22:21:43.953995 80727 Database.h:146] customer_name_idx initialization finished in 17 milliseconds.
I0913 22:21:44.021612 80727 Database.h:146] item initialization finished in 67 milliseconds.
I0913 22:21:44.302776 80727 Database.h:146] stock initialization finished in 281 milliseconds.
I0913 22:21:44.350594 80727 CXLMemory.h:40] cxlalloc initialized for thread 0 (global ID = 0) on host 0
I0913 22:21:44.350610 80727 Coordinator.h:42] Coordinator initializes 2 workers.
I0913 22:21:44.350841 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.359946 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.369020 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.378136 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.387351 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.396521 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.405709 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.414938 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.424134 80727 Coordinator.h:332] Coordinator 0 initializes CXL transport metadata (8 ringbuffers each with 4096 entries (each 8183 Bytes)
I0913 22:21:44.424389 80741 Coordinator.h:368] Listener 0 on coordinator 0 listening on 192.168.100.2:1234 tcp_no_delay 1 tcp_quick_ack 0
I0913 22:21:44.424459 80727 Coordinator.h:414] Coordinator 0 failed to connect 1(192.168.100.3:1234)'s listener 0, retry in 5 seconds.
I0913 22:21:49.424732 80741 Socket.h:69] Disabling nagle
I0913 22:21:49.424731 80727 Socket.h:69] Disabling nagle
I0913 22:21:49.424747 80741 Coordinator.h:383] Listener accepted connection from coordinator 1
I0913 22:21:49.424757 80727 Coordinator.h:423] Coordinator 0 connected to 1
I0913 22:21:49.424768 80741 Socket.h:69] Disabling nagle
I0913 22:21:49.424772 80741 Coordinator.h:383] Listener accepted connection from coordinator 5
I0913 22:21:49.424777 80741 Socket.h:69] Disabling nagle
I0913 22:21:49.424779 80741 Coordinator.h:383] Listener accepted connection from coordinator 2
I0913 22:21:49.424784 80741 Socket.h:69] Disabling nagle
I0913 22:21:49.424786 80741 Coordinator.h:383] Listener accepted connection from coordinator 6
I0913 22:21:49.424791 80741 Socket.h:69] Disabling nagle
I0913 22:21:49.424793 80741 Coordinator.h:383] Listener accepted connection from coordinator 4
I0913 22:21:49.424800 80741 Socket.h:69] Disabling nagle
I0913 22:21:49.424803 80741 Coordinator.h:383] Listener accepted connection from coordinator 7
I0913 22:21:49.424808 80741 Socket.h:69] Disabling nagle
I0913 22:21:49.424810 80741 Coordinator.h:383] Listener accepted connection from coordinator 3
I0913 22:21:49.424811 80741 Coordinator.h:386] Listener 0 on coordinator 0 exits.
I0913 22:21:49.424868 80727 Socket.h:69] Disabling nagle
I0913 22:21:49.424881 80727 Coordinator.h:423] Coordinator 0 connected to 2
I0913 22:21:49.424964 80727 Socket.h:69] Disabling nagle
I0913 22:21:49.424968 80727 Coordinator.h:423] Coordinator 0 connected to 3
I0913 22:21:49.425041 80727 Socket.h:69] Disabling nagle
I0913 22:21:49.425045 80727 Coordinator.h:423] Coordinator 0 connected to 4
I0913 22:21:49.425102 80727 Socket.h:69] Disabling nagle
I0913 22:21:49.425105 80727 Coordinator.h:423] Coordinator 0 connected to 5
I0913 22:21:49.425161 80727 Socket.h:69] Disabling nagle
I0913 22:21:49.425169 80727 Coordinator.h:423] Coordinator 0 connected to 6
I0913 22:21:49.425225 80727 Socket.h:69] Disabling nagle
I0913 22:21:49.425230 80727 Coordinator.h:423] Coordinator 0 connected to 7
I0913 22:21:49.425240 80727 Coordinator.h:435] Coordinator 0 connected to all peers.
I0913 22:21:49.425256 80727 Dispatcher.h:37] IncomingDispatcher 0 coord_id 0
I0913 22:21:49.425395 80727 Dispatcher.h:210] OutgoingDispatcher 0 coord_id 0
I0913 22:21:49.425436 80742 Dispatcher.h:56] Incoming Dispatcher started, numCoordinators = 8, numWorkers = 2, group id = 0, coordinator = 0
I0913 22:21:49.425469 80727 Coordinator.h:146] Coordinator starts to run 3 workers.
I0913 22:21:49.425496 80743 Dispatcher.h:222] Outgoing Dispatcher started, numCoordinators = 8, numWorkers = 3, group id = 0
I0913 22:21:49.425695 80744 Executor.h:74] Executor 0 starts.
I0913 22:21:49.425734 80744 CXLMemory.h:40] cxlalloc initialized for thread 1 (global ID = 1) on host 0
I0913 22:21:49.425812 80745 Executor.h:74] Executor 1 starts.
I0913 22:21:49.425843 80746 Manager.h:226] Manager(worker id = 2) on the coordinator node started.
I0913 22:21:49.425848 80745 CXLMemory.h:40] cxlalloc initialized for thread 2 (global ID = 2) on host 0
I0913 22:21:50.425900 80727 Coordinator.h:237] commit: 103770 abort: 5259 (488/4453/318), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:33:08.917781 81436 Coordinator.h:237] commit: 8266 abort: 2760 (39/2516/205), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5288288, avg network size: 639.764, si_in_serializable: 0 0 %, local: 4.11323 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:33:09.917896 81436 Coordinator.h:237] commit: 8006 abort: 3103 (32/2929/142), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5138483, avg network size: 641.829, si_in_serializable: 0 0 %, local: 3.84711 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:33:10.918004 81436 Coordinator.h:237] commit: 8051 abort: 3205 (42/2997/166), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5144644, avg network size: 639.007, si_in_serializable: 0 0 %, local: 4.38455 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:33:11.918118 81436 Coordinator.h:237] commit: 7895 abort: 2791 (52/2584/155), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5166732, avg network size: 654.431, si_in_serializable: 0 0 %, local: 3.9012 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:33:12.918229 81436 Coordinator.h:237] commit: 7796 abort: 2850 (37/2626/187), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5079546, avg network size: 651.558, si_in_serializable: 0 0 %, local: 4.25859 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:33:13.918334 81436 Coordinator.h:237] commit: 8316 abort: 2621 (41/2406/174), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5275319, avg network size: 634.358, si_in_serializable: 0 0 %, local: 3.86003 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:33:14.918438 81436 Coordinator.h:237] commit: 8035 abort: 2721 (40/2519/162), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5154224, avg network size: 641.472, si_in_serializable: 0 0 %, local: 4.56752 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:33:15.918542 81436 Coordinator.h:237] commit: 8344 abort: 2704 (43/2480/181), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5335623, avg network size: 639.456, si_in_serializable: 0 0 %, local: 4.32646 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:33:16.918651 81436 Coordinator.h:237] commit: 7742 abort: 2588 (31/2430/127), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4999740, avg network size: 645.794, si_in_serializable: 0 0 %, local: 4.31413 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:33:17.918768 81436 Coordinator.h:237] commit: 7916 abort: 2745 (30/2559/156), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5231572, avg network size: 660.886, si_in_serializable: 0 0 %, local: 3.99192 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:33:18.918879 81436 Coordinator.h:237] commit: 8067 abort: 2692 (39/2490/163), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5172696, avg network size: 641.217, si_in_serializable: 0 0 %, local: 4.68576 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:33:19.918983 81436 Coordinator.h:237] commit: 8228 abort: 3485 (41/3287/157), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5286176, avg network size: 642.462, si_in_serializable: 0 0 %, local: 4.08362 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:33:20.919083 81436 Coordinator.h:237] commit: 8164 abort: 2557 (40/2354/163), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5186010, avg network size: 635.229, si_in_serializable: 0 0 %, local: 4.05439 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:33:21.919199 81436 Coordinator.h:237] commit: 8059 abort: 2624 (29/2424/171), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5227761, avg network size: 648.686, si_in_serializable: 0 0 %, local: 4.10721 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:33:22.919304 81436 Coordinator.h:237] commit: 8016 abort: 2792 (50/2590/152), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5201265, avg network size: 648.86, si_in_serializable: 0 0 %, local: 3.96707 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:33:23.919414 81436 Coordinator.h:237] commit: 8050 abort: 2709 (33/2496/180), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5164334, avg network size: 641.532, si_in_serializable: 0 0 %, local: 4.45963 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:33:24.919520 81436 Coordinator.h:237] commit: 8311 abort: 2699 (39/2513/147), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5391565, avg network size: 648.726, si_in_serializable: 0 0 %, local: 3.63374 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:33:25.919623 81436 Coordinator.h:237] commit: 7957 abort: 2685 (39/2482/164), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5043212, avg network size: 633.808, si_in_serializable: 0 0 %, local: 4.08445 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:33:26.919729 81436 Coordinator.h:237] commit: 8103 abort: 2831 (34/2625/172), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5228706, avg network size: 645.28, si_in_serializable: 0 0 %, local: 4.46748 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:33:27.919843 81436 Coordinator.h:237] commit: 8220 abort: 2691 (42/2471/178), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5196856, avg network size: 632.221, si_in_serializable: 0 0 %, local: 4.11192 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:33:28.919952 81436 Coordinator.h:237] commit: 7866 abort: 2828 (28/2650/150), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5121973, avg network size: 651.153, si_in_serializable: 0 0 %, local: 4.52581 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:33:29.920049 81436 Coordinator.h:237] commit: 7864 abort: 2884 (33/2698/153), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5060343, avg network size: 643.482, si_in_serializable: 0 0 %, local: 4.27263 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:33:30.920149 81436 Coordinator.h:237] commit: 8036 abort: 2910 (27/2708/175), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5170306, avg network size: 643.393, si_in_serializable: 0 0 %, local: 4.26829 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:33:31.920253 81436 Coordinator.h:237] commit: 8279 abort: 2793 (45/2569/179), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5372403, avg network size: 648.919, si_in_serializable: 0 0 %, local: 4.20341 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:33:32.920356 81436 Coordinator.h:237] commit: 8024 abort: 3178 (36/2949/193), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5172500, avg network size: 644.629, si_in_serializable: 0 0 %, local: 4.28714 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:33:33.920459 81436 Coordinator.h:237] commit: 7904 abort: 2949 (34/2753/162), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5070692, avg network size: 641.535, si_in_serializable: 0 0 %, local: 4.36488 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:33:34.920565 81436 Coordinator.h:237] commit: 8151 abort: 2634 (39/2450/145), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5275208, avg network size: 647.185, si_in_serializable: 0 0 %, local: 3.9259 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:33:34.920600 81436 Coordinator.h:275] average commit: 8060.07 abort: 2841.47 (36.7333/2638.03/166.7), abort_rate: 0.246589, network size: 155653242, avg network size: 643.722, si_in_serializable: 0 0 %, local: 4.21791 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, data_move_out: 0
I0913 22:33:34.920611 81436 Executor.h:199] Worker 0 latency: 213 us (50%) 345 us (75%) 711 us (95%) 1204 us (99%). dist txn latency: 283 us (50%) 423 us (75%) 854 us (95%) 1354 us (99%)  avg 357 us . local txn latency: 21 us (50%) 31 us (75%) 296 us (95%) 789 us (99%)  avg 56 us. txn commit latency: 213 us (50%) 362 us (75%) 780 us (95%) 1285 us (99%) avg 261 us.
 LOCAL txn stall 23966 us,  local_work 9 us,  remote_work 0 us,  commit_work 7 us,  commit_prepare 4 us,  commit_persistence 0 us,  commit_write_back 1 us,  commit_replication 0 us,  commit_release_lock 0 us 
 DIST txn stall 53429 us,  local_work 5 us,  remote_work 118 us,  commit_work 190 us,  commit_prepare 93 us,  commit_persistence 0 us,  commit_write_back 95 us,  commit_replication 0 us,  commit_release_lock 0 us 
I0913 22:33:34.923409 81436 Executor.h:230] message stats, type: 0 count: 0 total size: 0
I0913 22:33:34.923492 81436 Executor.h:230] message stats, type: 1 count: 0 total size: 0
I0913 22:33:34.923564 81436 Executor.h:230] message stats, type: 2 count: 0 total size: 0
I0913 22:33:34.923633 81436 Executor.h:230] message stats, type: 3 count: 0 total size: 0
I0913 22:33:34.923703 81436 Executor.h:230] message stats, type: 4 count: 0 total size: 0
I0913 22:33:34.923772 81436 Executor.h:230] message stats, type: 5 count: 0 total size: 0
I0913 22:33:34.923862 81436 Executor.h:230] message stats, type: 6 count: 0 total size: 0
I0913 22:33:34.923943 81436 Executor.h:230] message stats, type: 7 count: 0 total size: 0
I0913 22:33:34.924021 81436 Executor.h:230] message stats, type: 8 count: 0 total size: 0
I0913 22:33:34.924093 81436 Executor.h:230] message stats, type: 9 count: 0 total size: 0
I0913 22:33:34.924162 81436 Executor.h:230] message stats, type: 10 count: 217350 total size: 134531784
I0913 22:33:34.924232 81436 Executor.h:230] message stats, type: 11 count: 214369 total size: 1929321
I0913 22:33:34.924300 81436 Executor.h:230] message stats, type: 12 count: 0 total size: 0
I0913 22:33:34.924368 81436 Executor.h:230] message stats, type: 13 count: 214170 total size: 78545316
I0913 22:33:34.924436 81436 Executor.h:230] message stats, type: 14 count: 214369 total size: 1714952
I0913 22:33:34.924501 81436 Executor.h:230] message stats, type: 15 count: 0 total size: 0
I0913 22:33:34.924568 81436 Executor.h:230] message stats, type: 16 count: 0 total size: 0
I0913 22:33:34.924633 81436 Executor.h:230] message stats, type: 17 count: 0 total size: 0
I0913 22:33:34.924702 81436 Executor.h:230] message stats, type: 18 count: 284484 total size: 9042224
I0913 22:33:34.924772 81436 Executor.h:230] message stats, type: 19 count: 285715 total size: 171133958
I0913 22:33:34.924839 81436 Executor.h:230] message stats, type: 20 count: 0 total size: 0
I0913 22:33:34.924902 81436 Executor.h:230] message stats, type: 21 count: 0 total size: 0
I0913 22:33:34.924968 81436 Executor.h:230] message stats, type: 22 count: 279819 total size: 8608748
I0913 22:33:34.929145 81454 Executor.h:194] Executor 1 exits.
I0913 22:33:34.929272 81455 Manager.h:228] Manager(worker id = 2) on the coordinator node exits.
I0913 22:33:34.929145 81453 Executor.h:194] Executor 0 exits.
I0913 22:33:34.929773 81436 Executor.h:199] Worker 1 latency: 217 us (50%) 349 us (75%) 738 us (95%) 1239 us (99%). dist txn latency: 287 us (50%) 425 us (75%) 828 us (95%) 1299 us (99%)  avg 355 us . local txn latency: 22 us (50%) 33 us (75%) 262 us (95%) 651 us (99%)  avg 50 us. txn commit latency: 214 us (50%) 360 us (75%) 755 us (95%) 1267 us (99%) avg 257 us.
 LOCAL txn stall 19505 us,  local_work 10 us,  remote_work 0 us,  commit_work 8 us,  commit_prepare 4 us,  commit_persistence 0 us,  commit_write_back 1 us,  commit_replication 0 us,  commit_release_lock 0 us 
 DIST txn stall 50797 us,  local_work 5 us,  remote_work 119 us,  commit_work 192 us,  commit_prepare 95 us,  commit_persistence 0 us,  commit_write_back 95 us,  commit_replication 0 us,  commit_release_lock 0 us 
I0913 22:33:34.932193 81436 CXLMemory.h:132] CXL memory usage: size_index_usage: 0 size_index_allocation: 0 size_index_free: 0 size_data_usage: 0 size_data_allocation: 0 size_data_free: 0 size_transport_usage: 268435904 size_transport_allocation: 268435904 size_transport_free: 0
I0913 22:33:34.932200 81436 Coordinator.h:492] Global Stats: total_commit: 64303.6 total_size_index_usage: 0 total_size_data_usage: 0 total_size_transport_usage: 268435904
I0913 22:33:35.932286 81451 Dispatcher.h:153] Incoming Dispatcher exits, network size: 997455150. socket_message_recv_latency(50th) 2 socket_message_recv_latency(75th) 2 socket_message_recv_latency(95th) 6 socket_message_recv_latency(99th) 10 internal_message_recv_latency(50th) 0 socket_message_recv_cnt 120230 socket_read_syscall 123388263 internal_message_recv_cnt 0
I0913 22:33:35.932286 81452 Dispatcher.h:268] Outgoing Dispatcher exits, network size: 994114932. msg_send_latency(50th) 0 msg_send_latency(75th) 0 msg_send_latency(95th) 0 msg_send_latency(99th) 0 msg_send_latency(avg) 0 msg_gen_to_sent_latency(50th) 24 msg_gen_to_sent_latency(75th) 104 msg_gen_to_sent_latency(95th) 1074 msg_gen_to_sent_latency(99th) 3313 msg_gen_to_queue_latency(50th) 0 msg_gen_to_queue_latency(75th) 0 msg_gen_to_queue_latency(95th) 0 msg_gen_to_queue_latency(99th) 0 msg_disp_ltc(50th) 0 msg_disp_ltc(75th) 0 msg_disp_ltc(95th) 0 msg_disp_ltc(99th) 0 msg_disp_ltc(100th) 0 send_ltc(50th) 2 send_ltc(75th) 2 send_ltc(95th) 5 send_ltc(99th) 8 send_ltc(100th) 24 send_ltc(avg) 2 sendto_cnt 3144740 network_size 994114932 network_msg_cnt 3403910 network_msg_group_size avg 1 50th 1 internal_network_size 0 internal_network_msg_cnt 0
I0913 22:33:35.974665 81436 Coordinator.h:96] round_trip_latency 22 (50th) 27 (75th) 87 (95th) 87 (99th) 
I0913 22:33:35.974885 81436 Coordinator.h:318] Coordinator exits.
killing previous experiments...
killing previous experiments...
initializing cxl memory...
I0913 22:34:02.388340 81576 bench_tpcc.cpp:71] WAL Group Commiting off. Log to file _non_group_commit.txt using Blackhole Logger
I0913 22:34:02.388381 81576 Database.h:166] creating hash tables for database...
I0913 22:34:02.392941 81576 Database.h:146] warehouse initialization finished in 0 milliseconds.
I0913 22:34:02.393080 81576 Database.h:146] district initialization finished in 0 milliseconds.
I0913 22:34:02.524622 81576 Database.h:146] customer initialization finished in 131 milliseconds.
I0913 22:34:02.542294 81576 Database.h:146] customer_name_idx initialization finished in 17 milliseconds.
I0913 22:34:02.610332 81576 Database.h:146] item initialization finished in 68 milliseconds.
I0913 22:34:02.892649 81576 Database.h:146] stock initialization finished in 282 milliseconds.
I0913 22:34:02.940671 81576 CXLMemory.h:40] cxlalloc initialized for thread 0 (global ID = 0) on host 0
I0913 22:34:02.940685 81576 Coordinator.h:42] Coordinator initializes 2 workers.
I0913 22:34:02.940891 81576 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:34:02.949908 81576 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:34:02.958921 81576 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:34:02.967993 81576 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:34:02.977072 81576 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:34:02.986184 81576 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:34:02.995317 81576 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:34:03.004431 81576 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:34:03.013545 81576 Coordinator.h:332] Coordinator 0 initializes CXL transport metadata (8 ringbuffers each with 4096 entries (each 8183 Bytes)
I0913 22:34:03.013811 81576 Socket.h:69] Disabling nagle
I0913 22:34:03.013820 81576 Coordinator.h:423] Coordinator 0 connected to 1
